iter	MAE
0	0.1560404315
1	0.1530484146
2	0.1500239535
3	0.1472214007
4	0.1445326286
5	0.1417661558
6	0.1393188313
7	0.1367959475
8	0.1343237571
9	0.131719498
10	0.129370861
11	0.1271315975
12	0.1248804034
13	0.1227644243
14	0.120507627
15	0.1182489641
16	0.1161561792
17	0.1139778507
18	0.1119682784
19	0.1100332367
20	0.1084877569
21	0.1065910091
22	0.1046168534
23	0.1028407011
24	0.1010643333
25	0.09921125987
26	0.09749726182
27	0.09572641103
28	0.09410383647
29	0.09237507252
30	0.09076340299
31	0.08918459742
32	0.0877373466
33	0.08634113797
34	0.08479263653
35	0.08354215041
36	0.08221064754
37	0.08088576087
38	0.07950690319
39	0.07822548475
40	0.07707618326
41	0.07589937206
42	0.07485475214
43	0.07358598383
44	0.07236230022
45	0.07125318111
46	0.0701069843
47	0.06904361009
48	0.06802523741
49	0.06711251269
50	0.06606303075
51	0.06511525726
52	0.0640781286
53	0.06306138257
54	0.0620985264
55	0.06118948908
56	0.06025646527
57	0.05936115623
58	0.05846255787
59	0.05761434535
60	0.05676473071
61	0.05593597445
62	0.05515790762
63	0.05447385916
64	0.05366484154
65	0.05292274161
66	0.05216889524
67	0.0514438252
68	0.0507405592
69	0.05000503248
70	0.04933087609
71	0.04868404647
72	0.04808010784
73	0.04745212119
74	0.04690799077
75	0.04640449895
76	0.04584233237
77	0.04528127278
78	0.04477506742
79	0.04422384865
80	0.0437062932
81	0.04318964297
82	0.04273212314
83	0.04217106236
84	0.04168057209
85	0.04122284123
86	0.04081075356
87	0.04035048599
88	0.03985749268
89	0.03945419263
90	0.03896479029
91	0.03855558602
92	0.03813753643
93	0.03773190446
94	0.03743138335
95	0.03707617762
96	0.03671325636
97	0.03634685828
98	0.03596599752
99	0.03560588426
100	0.0352422216
101	0.03490709339
102	0.03451778708
103	0.03420898404
104	0.03390843678
105	0.03357573448
106	0.03325917602
107	0.03294745787
108	0.03267382088
109	0.03239439363
110	0.03209975545
111	0.03181345625
112	0.03147110732
113	0.0312395048
114	0.03100868894
115	0.03078083338
116	0.03053023328
117	0.03029459131
118	0.03006352146
119	0.02984829797
120	0.02962374278
121	0.02939819603
122	0.02917656441
123	0.02896776889
124	0.02879307822
125	0.02859447665
126	0.02841449405
127	0.02820492147
128	0.02801919262
129	0.02784542198
130	0.02767289359
131	0.02747792018
132	0.02728390695
133	0.02709671225
134	0.02690548141
135	0.02674046877
136	0.02658160223
137	0.02644220784
138	0.02628822536
139	0.02612868825
140	0.02598067854
141	0.02585263994
142	0.02575272053
143	0.02563441514
144	0.0255265638
145	0.02540308494
146	0.02530390326
147	0.0252083507
148	0.0251213452
149	0.02503170025
150	0.02495413976
151	0.02485556439
152	0.02475064359
153	0.02464316202
154	0.02453058548
155	0.02446660509
156	0.02435892038
157	0.02427086671
158	0.02416931745
159	0.02407290937
160	0.02400015177
161	0.02391836946
162	0.02383076897
163	0.0237583272
164	0.02368614244
165	0.0236181455
166	0.02353888947
167	0.02348315438
168	0.02341899434
169	0.02336210983
170	0.02328622591
171	0.02324187396
172	0.02318861394
173	0.02313615383
174	0.02308738572
175	0.02305393554
176	0.02300857155
177	0.0229506363
178	0.0228711903
179	0.02282911024
180	0.02278014577
181	0.02274544043
182	0.02267936179
183	0.02259445733
184	0.02253342982
185	0.02246504466
186	0.02242589065
187	0.02237528097
188	0.02233065843
189	0.02229331126
190	0.02223557643
191	0.02218547771
192	0.02212227859
193	0.0220631503
194	0.02202185193
195	0.02196837132
196	0.02191375436
197	0.02187828528
198	0.02183544727
199	0.02180928246
200	0.02174572416
201	0.02171743953
202	0.02168351986
203	0.02164022054
204	0.02159601837
205	0.0215700071
206	0.02154835174
207	0.0215234111
208	0.02147851283
209	0.02143670793
210	0.02140313493
211	0.02136312217
212	0.02130241823
213	0.02127130658
